CD_MUN,NM_MUN,SIGLA,REGIAO_MUN,AREA_MUN,CNUC,NM_UC,REGIAO_UC,AREA_UC,AREA_SOBREP,PERC_SOBREP,PERC_TOTAL
3300258,Arraial do Cabo,RJ,Sudeste,0.013389700520264062,0000.00.0251,RESERVA EXTRATIVISTA MARINHA DO ARRAIAL DO CABO,Sudeste,0.045493526854276184,0.000799869388371933,0.05973766083575994,0.05973766083575994
3300407,Barra Mansa,RJ,Sudeste,0.04801955625486791,0000.00.0035,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO FLORESTA DA CICUTA,Sudeste,0.00010986565168416837,9.948450331718913e-05,0.002071749742733286,0.002071749742733286
3306305,Volta Redonda,RJ,Sudeste,0.01598100137615392,0000.00.0035,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO FLORESTA DA CICUTA,Sudeste,0.00010986565168416837,1.0381148366979773e-05,0.0006495931088817765,0.0006495931088817765
3301702,Duque de Caxias,RJ,Sudeste,0.041051518222187396,0000.00.0010,ÁREA DE PROTEÇÃO AMBIENTAL DA REGIÃO SERRANA DE PETRÓPOLIS,Sudeste,0.05986585187110308,0.002662452953106494,0.06485638213661729,0.26665414438332274
3301702,Duque de Caxias,RJ,Sudeste,0.041051518222187396,0000.00.0212,RESERVA BIOLÓGICA DO TINGUÁ,Sudeste,0.02178624891485665,0.008284104514067268,0.20179776224670545,0.26665414438332274
3301850,Guapimirim,RJ,Sudeste,0.03147635154423359,0000.00.0010,ÁREA DE PROTEÇÃO AMBIENTAL DA REGIÃO SERRANA DE PETRÓPOLIS,Sudeste,0.05986585187110308,0.007564091320536797,0.2403102948544405,0.4768996739637889
3301850,Guapimirim,RJ,Sudeste,0.03147635154423359,0000.00.0263,ESTAÇÃO ECOLÓGICA DA GUANABARA,Sudeste,0.0017019089474599115,0.0008598754231171495,0.027318141427819867,0.4768996739637889
3301850,Guapimirim,RJ,Sudeste,0.03147635154423359,0000.00.0152,PARQUE NACIONAL DA SERRA DOS ORGÃOS,Sudeste,0.017569981461558908,0.0027940278050180146,0.0887659359469149,0.4768996739637889
3301850,Guapimirim,RJ,Sudeste,0.03147635154423359,0000.00.0016,ÁREA DE PROTEÇÃO AMBIENTAL DE GUAPI-MIRIM,Sudeste,0.0122090690215285,0.00379306724034264,0.12050530173461363,0.4768996739637889
3302502,Magé,RJ,Sudeste,0.034322688950082045,0000.00.0010,ÁREA DE PROTEÇÃO AMBIENTAL DA REGIÃO SERRANA DE PETRÓPOLIS,Sudeste,0.05986585187110308,0.010461249054184076,0.304791068945636,0.5071221276861261
